"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","218","Artur Alvim","3/1/2020 - 3/31/2020, Every day, Daily Average",2134,1440,3160
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","219","Cidade Líder","3/1/2020 - 3/31/2020, Every day, Daily Average",2052,1371,3070
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","220","Santa Marcelina","3/1/2020 - 3/31/2020, Every day, Daily Average",2478,1743,3521
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","221","Parque Savoy","3/1/2020 - 3/31/2020, Every day, Daily Average",2384,1698,3345
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","222","Vila Carmosina","3/1/2020 - 3/31/2020, Every day, Daily Average",2711,1837,3999
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","223","Fazenda Caguaçu","3/1/2020 - 3/31/2020, Every day, Daily Average",3070,2006,4697
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","224","Parque do Carmo","3/1/2020 - 3/31/2020, Every day, Daily Average",2974,2047,4320
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","225","Gleba do Pêssego","3/1/2020 - 3/31/2020, Every day, Daily Average",3627,2495,5271
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","226","José Bonifácio","3/1/2020 - 3/31/2020, Every day, Daily Average",2939,2074,4164
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","227","Guaianases","3/1/2020 - 3/31/2020, Every day, Daily Average",3262,2142,4965
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","229","Cidade Tiradentes","3/1/2020 - 3/31/2020, Every day, Daily Average",3717,2555,5407
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","231","Terceira Divisão","3/1/2020 - 3/31/2020, Every day, Daily Average",3232,2445,4270
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","232","Iguatemi","3/1/2020 - 3/31/2020, Every day, Daily Average",2958,2275,3844
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","233","Sítio Carrãozinho","3/1/2020 - 3/31/2020, Every day, Daily Average",2795,2116,3690
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","234","Parque São Rafael","3/1/2020 - 3/31/2020, Every day, Daily Average",3249,2493,4233
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","235","Rodolfo Pirani","3/1/2020 - 3/31/2020, Every day, Daily Average",3114,2403,4033
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","236","Ipiranga","3/1/2020 - 3/31/2020, Every day, Daily Average",1430,993,2058
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","237","Sacomã","3/1/2020 - 3/31/2020, Every day, Daily Average",1614,1127,2311
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","238","Alto do Ipiranga","3/1/2020 - 3/31/2020, Every day, Daily Average",1726,1222,2436
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","239","Vila São José","3/1/2020 - 3/31/2020, Every day, Daily Average",1626,1137,2324
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","240","Vila Monumento","3/1/2020 - 3/31/2020, Every day, Daily Average",1188,818,1724
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","241","Vila Independência","3/1/2020 - 3/31/2020, Every day, Daily Average",1265,843,1898
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","242","Vila Carioca","3/1/2020 - 3/31/2020, Every day, Daily Average",2071,1324,3239
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","243","Moinho Velho","3/1/2020 - 3/31/2020, Every day, Daily Average",1921,1331,2771
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","244","Vila Heliópolis","3/1/2020 - 3/31/2020, Every day, Daily Average",2290,1514,3462
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","245","São João Clímaco","3/1/2020 - 3/31/2020, Every day, Daily Average",2246,1612,3127
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","246","Anchieta","3/1/2020 - 3/31/2020, Every day, Daily Average",2190,1548,3096
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","247","Vila das Mercês","3/1/2020 - 3/31/2020, Every day, Daily Average",2121,1502,2993
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","248","Parque do Estado","3/1/2020 - 3/31/2020, Every day, Daily Average",2590,1807,3711
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","249","Água Funda","3/1/2020 - 3/31/2020, Every day, Daily Average",2395,1642,3491
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","250","Jardim da Saúde","3/1/2020 - 3/31/2020, Every day, Daily Average",2123,1527,2950
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","251","Vila Gumercindo","3/1/2020 - 3/31/2020, Every day, Daily Average",1807,1315,2482
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","252","Jardim Previdência","3/1/2020 - 3/31/2020, Every day, Daily Average",2328,1582,3424
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","253","Tamanduateí","3/1/2020 - 3/31/2020, Every day, Daily Average",1681,1114,2535
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","254","Orfanato","3/1/2020 - 3/31/2020, Every day, Daily Average",1676,1181,2378
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","255","Vila Zelina","3/1/2020 - 3/31/2020, Every day, Daily Average",1948,1437,2639
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","256","Linhas Corrente","3/1/2020 - 3/31/2020, Every day, Daily Average",1844,1331,2554
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","257","Vila Ema","3/1/2020 - 3/31/2020, Every day, Daily Average",2051,1269,3312
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","258","Parque São Lucas","3/1/2020 - 3/31/2020, Every day, Daily Average",2174,1669,2830
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","259","Vila Cardoso Franco","3/1/2020 - 3/31/2020, Every day, Daily Average",2818,2187,3630
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","260","Parque Santa Madalena","3/1/2020 - 3/31/2020, Every day, Daily Average",2386,1832,3106
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","261","Jardim Colorado","3/1/2020 - 3/31/2020, Every day, Daily Average",2342,1780,3080
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","262","Teotônio Vilela","3/1/2020 - 3/31/2020, Every day, Daily Average",2460,1872,3231
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","263","Fazenda da Juta","3/1/2020 - 3/31/2020, Every day, Daily Average",2839,2214,3638
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","264","São Mateus","3/1/2020 - 3/31/2020, Every day, Daily Average",2490,1896,3269
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","265","Cidade IV Centenário","3/1/2020 - 3/31/2020, Every day, Daily Average",2211,1569,3115
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","266","Rio Claro","3/1/2020 - 3/31/2020, Every day, Daily Average",2123,1533,2939
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","267","Cidade Satélite","3/1/2020 - 3/31/2020, Every day, Daily Average",2440,1851,3214
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","268","Joaquim Nabuco","3/1/2020 - 3/31/2020, Every day, Daily Average",2040,1342,3099
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","269","Vieira de Moraes","3/1/2020 - 3/31/2020, Every day, Daily Average",1953,1265,3013
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","270","Campo Belo","3/1/2020 - 3/31/2020, Every day, Daily Average",1808,1172,2786
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","271","Congonhas","3/1/2020 - 3/31/2020, Every day, Daily Average",1898,1241,2901
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","272","Jardim Aeroporto","3/1/2020 - 3/31/2020, Every day, Daily Average",1978,1314,2976
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","273","Vila Santa Catarina","3/1/2020 - 3/31/2020, Every day, Daily Average",2159,1524,3057
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","274","Jabaquara","3/1/2020 - 3/31/2020, Every day, Daily Average",2322,1582,3407
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","275","Cidade Vargas","3/1/2020 - 3/31/2020, Every day, Daily Average",2216,1527,3215
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","276","Jardim Bom Clima","3/1/2020 - 3/31/2020, Every day, Daily Average",2449,1734,3456
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","277","Cupecê","3/1/2020 - 3/31/2020, Every day, Daily Average",2186,1486,3213
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","278","Jardim Miriam","3/1/2020 - 3/31/2020, Every day, Daily Average",2780,2026,3813
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","279","Vila Missionária","3/1/2020 - 3/31/2020, Every day, Daily Average",2751,2050,3691
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","280","Jurubatuba","3/1/2020 - 3/31/2020, Every day, Daily Average",2633,1841,3764
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","281","Vila São Pedro","3/1/2020 - 3/31/2020, Every day, Daily Average",2360,1590,3501
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","282","Campo Grande","3/1/2020 - 3/31/2020, Every day, Daily Average",2522,1808,3517
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","283","Vila Sabará","3/1/2020 - 3/31/2020, Every day, Daily Average",2811,2011,3927
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","284","Mar Paulista","3/1/2020 - 3/31/2020, Every day, Daily Average",2953,2218,3930
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","285","Pedreira","3/1/2020 - 3/31/2020, Every day, Daily Average",3305,2457,4444
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","286","Vila Socorro","3/1/2020 - 3/31/2020, Every day, Daily Average",3105,2063,4671
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","287","Parque Interlagos","3/1/2020 - 3/31/2020, Every day, Daily Average",2956,2138,4086
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","288","Jardim Represa","3/1/2020 - 3/31/2020, Every day, Daily Average",3145,2312,4277
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","289","Rio Bonito","3/1/2020 - 3/31/2020, Every day, Daily Average",3277,2310,4647
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","290","SESC Interlagos","3/1/2020 - 3/31/2020, Every day, Daily Average",3238,2304,4549
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","291","Jardim Presidente","3/1/2020 - 3/31/2020, Every day, Daily Average",3768,2781,5105
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","292","Vila Natal","3/1/2020 - 3/31/2020, Every day, Daily Average",4543,3484,5922
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","293","Grajaú","3/1/2020 - 3/31/2020, Every day, Daily Average",3934,2970,5210
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","294","Cocaia","3/1/2020 - 3/31/2020, Every day, Daily Average",4557,3411,6087
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","295","Belmira Marin","3/1/2020 - 3/31/2020, Every day, Daily Average",4573,3409,6132
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","297","Jaceguava","3/1/2020 - 3/31/2020, Every day, Daily Average",4270,3205,5687
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","298","Parelheiros","3/1/2020 - 3/31/2020, Every day, Daily Average",4564,3461,6017
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","300","Granja Julieta","3/1/2020 - 3/31/2020, Every day, Daily Average",2537,1685,3818
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","301","Chácara Flora","3/1/2020 - 3/31/2020, Every day, Daily Average",2245,1472,3423
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","302","Santo Amaro","3/1/2020 - 3/31/2020, Every day, Daily Average",2768,1805,4242
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","303","Vila Miranda","3/1/2020 - 3/31/2020, Every day, Daily Average",2944,1851,4680
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","304","Jardim São Luís","3/1/2020 - 3/31/2020, Every day, Daily Average",2571,1795,3681
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","305","Centro Empresarial","3/1/2020 - 3/31/2020, Every day, Daily Average",2597,1728,3902
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","306","Guarapiranga","3/1/2020 - 3/31/2020, Every day, Daily Average",3083,2136,4448
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","307","Jardim Capela","3/1/2020 - 3/31/2020, Every day, Daily Average",4309,3273,5671
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","308","Riviera","3/1/2020 - 3/31/2020, Every day, Daily Average",3790,2914,4928
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","309","Jardim Turquesa","3/1/2020 - 3/31/2020, Every day, Daily Average",3657,2826,4730
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","310","Morro do Índio","3/1/2020 - 3/31/2020, Every day, Daily Average",3414,2539,4590
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","311","Jardim Ângela","3/1/2020 - 3/31/2020, Every day, Daily Average",3316,2407,4566
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","312","Capão Redondo","3/1/2020 - 3/31/2020, Every day, Daily Average",2802,2036,3856
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","313","Jardim Sônia Ingá","3/1/2020 - 3/31/2020, Every day, Daily Average",3417,2496,4676
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","314","Adventista","3/1/2020 - 3/31/2020, Every day, Daily Average",3264,2413,4414
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","315","Parque Fernanda","3/1/2020 - 3/31/2020, Every day, Daily Average",3246,2486,4237
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","316","Morumbi","3/1/2020 - 3/31/2020, Every day, Daily Average",2176,1527,3099
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","317","Jóquei Clube","3/1/2020 - 3/31/2020, Every day, Daily Average",1728,1168,2554
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","318","Fazenda Morumbi","3/1/2020 - 3/31/2020, Every day, Daily Average",1931,1327,2808
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","319","Real Parque","3/1/2020 - 3/31/2020, Every day, Daily Average",2327,1640,3300
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","320","Paraisópolis","3/1/2020 - 3/31/2020, Every day, Daily Average",2082,1438,3012
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","321","Jardim Vitória Régia","3/1/2020 - 3/31/2020, Every day, Daily Average",2294,1580,3328
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","322","Vila Suzana","3/1/2020 - 3/31/2020, Every day, Daily Average",2531,1813,3532
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","323","Parque Arariba","3/1/2020 - 3/31/2020, Every day, Daily Average",2758,2052,3706
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","324","Jardim Mitsutani","3/1/2020 - 3/31/2020, Every day, Daily Average",3186,2452,4139
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","325","Pirajussara","3/1/2020 - 3/31/2020, Every day, Daily Average",3107,2334,4135
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","326","Jardim Umarizal","3/1/2020 - 3/31/2020, Every day, Daily Average",2856,2169,3759
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","327","Portal do Morumbi","3/1/2020 - 3/31/2020, Every day, Daily Average",2591,1895,3541
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","328","Jardim Jussara","3/1/2020 - 3/31/2020, Every day, Daily Average",2451,1791,3353
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","329","Vila Sônia","3/1/2020 - 3/31/2020, Every day, Daily Average",2288,1659,3155
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","330","Jardim Maria do Carmo","3/1/2020 - 3/31/2020, Every day, Daily Average",2096,1515,2898
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","331","Jardim Cambará","3/1/2020 - 3/31/2020, Every day, Daily Average",2366,1694,3303
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","332","Jardim João XXIII","3/1/2020 - 3/31/2020, Every day, Daily Average",2305,1722,3084
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","333","Raposo Tavares","3/1/2020 - 3/31/2020, Every day, Daily Average",2148,1616,2855
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","334","Rio Pequeno","3/1/2020 - 3/31/2020, Every day, Daily Average",1771,1281,2447
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","335","Jardim Ester Yolanda","3/1/2020 - 3/31/2020, Every day, Daily Average",2076,1505,2862
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","336","Jardim Adalgiza","3/1/2020 - 3/31/2020, Every day, Daily Average",1750,1259,2431
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","337","Parque Continental","3/1/2020 - 3/31/2020, Every day, Daily Average",1467,1073,2005
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","338","Jaguaré","3/1/2020 - 3/31/2020, Every day, Daily Average",1112,789,1566
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","339","Cidade Universitária","3/1/2020 - 3/31/2020, Every day, Daily Average",1338,925,1935
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","340","Butantã","3/1/2020 - 3/31/2020, Every day, Daily Average",1527,1041,2239
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","341","Jardim Caxingui","3/1/2020 - 3/31/2020, Every day, Daily Average",1819,1295,2553
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","342","Jardim Bonfiglioli","3/1/2020 - 3/31/2020, Every day, Daily Average",1898,1379,2611
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","343","Melhoramentos","3/1/2020 - 3/31/2020, Every day, Daily Average",2144,1626,2825
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","344","Caieiras","3/1/2020 - 3/31/2020, Every day, Daily Average",2030,1638,2515
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","345","Serpa","3/1/2020 - 3/31/2020, Every day, Daily Average",2531,2105,3042
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","346","Santa Inês","3/1/2020 - 3/31/2020, Every day, Daily Average",1545,1184,2014
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","347","Cajamar","3/1/2020 - 3/31/2020, Every day, Daily Average",2245,1698,2966
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","348","Jordanésia","3/1/2020 - 3/31/2020, Every day, Daily Average",1928,1527,2432
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","349","Cristais","3/1/2020 - 3/31/2020, Every day, Daily Average",1781,1434,2211
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","350","Baltazar Fidélis","3/1/2020 - 3/31/2020, Every day, Daily Average",2906,2391,3530
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","351","Franco da Rocha","3/1/2020 - 3/31/2020, Every day, Daily Average",3317,2695,4082
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","358","Mairiporã","3/1/2020 - 3/31/2020, Every day, Daily Average",2658,1886,3744
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","359","Paiva Castro","3/1/2020 - 3/31/2020, Every day, Daily Average",2253,1786,2841
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","360","Colinas","3/1/2020 - 3/31/2020, Every day, Daily Average",3080,2289,4142
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","361","Pirucaia","3/1/2020 - 3/31/2020, Every day, Daily Average",2765,1942,3936
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","362","Guarulhos","3/1/2020 - 3/31/2020, Every day, Daily Average",1441,1025,2024
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","363","Macedo","3/1/2020 - 3/31/2020, Every day, Daily Average",1561,1033,2357
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","364","Cumbica","3/1/2020 - 3/31/2020, Every day, Daily Average",1535,1047,2248
"131","Rodoviaria Tiete, Terminal Rodoviário do Tietê - Vila Guilherme, São Paulo, São Paulo - SP","365","Várzea do Palácio","3/1/2020 - 3/31/2020, Every day, Daily Average",1335,890,2001
